total_May07_AM,total_May07_MD,total_May07_PM,total_Sept07_AM,total_Sept07_MD,total_Sept07_PM,total_May08_AM,total_May08_MD,total_May08_PM,total_Sept08_AM,total_Sept08_MD,total_Sept08_PM,total_May09_AM,total_May09_MD,total_May09_PM,total_Sept09_AM,total_Sept09_MD,total_Sept09_PM,total_May10_AM,total_May10_MD,total_May10_PM,total_Sept10_AM,total_Sept10_MD,total_Sept10_PM,total_May11_AM,total_May11_MD,total_May11_PM,total_Sept11_AM,total_Sept11_MD,total_Sept11_PM,total_May12_AM,total_May12_MD,total_May12_PM,total_Sept12_AM,total_Sept12_MD,total_Sept12_PM,total_May13_AM,total_May13_MD,total_May13_PM,total_Sept13_AM,total_Sept13_MD,total_Sept13_PM,total_May14_AM,total_May14_MD,total_May14_PM,total_Sept14_AM,total_Sept14_MD,total_Sept14_PM,total_May15_AM,total_May15_MD,total_May15_PM,sum_May07,sum_Sept07,sum_2007,sum_May08,sum_Sept08,sum_2008,sum_May09,sum_Sept09,sum_2009,sum_May10,sum_Sept10,sum_2010,sum_May11,sum_Sept11,sum_2011,sum_May12,sum_Sept12,sum_2012,sum_May13,sum_Sept13,sum_2013,sum_May14,sum_Sept14,sum_2014,sum_May15
582,1699,1514,708,1327,1656,673,1023,2641,529,1436,2361,653,2302,2670,1259,2455,3735,647,2778,4176,527,2217,2360,654,2979,3949,646,2140,1956,255,1458,496,614,2848,2947,662,1886,2675,641,3356,4984,618,6049,6493,462,3265,3760,631,3835,3173,3795,3691,7486,4337,4326,8663,5625,7449,13074,7601,5104,12705,7582,4742,12324,2209,6409,8618,5223,8981,14204,13160,7487,20647,7639
